name,state,lat,lon,org_id,city,latitude,longitude,field,project_count
Green Hearts 2,SA,-34.9285,138.6007,O02,Whyalla,-33.0333,137.5667,Education,1
Green Hearts 2,SA,-34.9285,138.6007,O02,Adelaide,-34.9285,138.6007,Law,4
Green Hearts 2,SA,-34.9285,138.6007,O02,Mount Gambier,-37.8318,140.7792,Law,1
Green Hearts 2,SA,-34.9285,138.6007,O02,Whyalla,-33.0333,137.5667,Law,1
Green Hearts 2,SA,-34.9285,138.6007,O02,Adelaide,-34.9285,138.6007,Community,6
Green Hearts 2,SA,-34.9285,138.6007,O02,Mount Gambier,-37.8318,140.7792,Community,1
Green Hearts 2,SA,-34.9285,138.6007,O02,Whyalla,-33.0333,137.5667,Community,1
Green Hearts 2,NSW,-33.8688,151.2093,O02,Sydney,-33.8688,151.2093,Environment,5
Green Hearts 2,NSW,-33.8688,151.2093,O02,Newcastle,-32.9283,151.7817,Environment,1
Green Hearts 2,NSW,-33.8688,151.2093,O02,Wollongong,-34.4278,150.8931,Environment,1
Green Hearts 2,NSW,-33.8688,151.2093,O02,Sydney,-33.8688,151.2093,Health,2
Green Hearts 2,NSW,-33.8688,151.2093,O02,Newcastle,-32.9283,151.7817,Health,1
Green Hearts 2,NSW,-33.8688,151.2093,O02,Wollongong,-34.4278,150.8931,Health,1
Green Hearts 2,NSW,-33.8688,151.2093,O02,Sydney,-33.8688,151.2093,Community,3
Green Hearts 2,NSW,-33.8688,151.2093,O02,Newcastle,-32.9283,151.7817,Community,1
Green Hearts 2,NSW,-33.8688,151.2093,O02,Wollongong,-34.4278,150.8931,Community,1
Green Hearts 2,TAS,-42.8821,147.3272,O02,Hobart,-42.8821,147.3272,Health,3
Green Hearts 2,TAS,-42.8821,147.3272,O02,Launceston,-41.4332,147.1441,Health,2
Green Hearts 2,TAS,-42.8821,147.3272,O02,Devonport,-41.1806,146.35,Health,1
Green Hearts 2,TAS,-42.8821,147.3272,O02,Hobart,-42.8821,147.3272,Education,2
Green Hearts 2,TAS,-42.8821,147.3272,O02,Launceston,-41.4332,147.1441,Education,1
Green Hearts 2,TAS,-42.8821,147.3272,O02,Devonport,-41.1806,146.35,Education,1
Green Hearts 2,TAS,-42.8821,147.3272,O02,Hobart,-42.8821,147.3272,Law,2
Green Hearts 2,TAS,-42.8821,147.3272,O02,Launceston,-41.4332,147.1441,Law,1
Green Hearts 2,TAS,-42.8821,147.3272,O02,Devonport,-41.1806,146.35,Law,1
Green Hearts 2,TAS,-42.8821,147.3272,O02,Hobart,-42.8821,147.3272,Community,3
Green Hearts 2,TAS,-42.8821,147.3272,O02,Launceston,-41.4332,147.1441,Community,2
Green Hearts 2,TAS,-42.8821,147.3272,O02,Devonport,-41.1806,146.35,Community,1
Green Hearts 2,WA,-31.9505,115.8605,O02,Perth,-31.9505,115.8605,Environment,2
Green Hearts 2,WA,-31.9505,115.8605,O02,Fremantle,-32.0569,115.7439,Environment,1
Green Hearts 2,WA,-31.9505,115.8605,O02,Bunbury,-33.3271,115.6414,Environment,1
Green Hearts 2,WA,-31.9505,115.8605,O02,Perth,-31.9505,115.8605,Health,5
Green Hearts 2,WA,-31.9505,115.8605,O02,Fremantle,-32.0569,115.7439,Health,1
Green Hearts 2,WA,-31.9505,115.8605,O02,Bunbury,-33.3271,115.6414,Health,1
Green Hearts 2,WA,-31.9505,115.8605,O02,Perth,-31.9505,115.8605,Education,7
Green Hearts 2,WA,-31.9505,115.8605,O02,Fremantle,-32.0569,115.7439,Education,1
Green Hearts 2,WA,-31.9505,115.8605,O02,Bunbury,-33.3271,115.6414,Education,1
Green Hearts 2,WA,-31.9505,115.8605,O02,Perth,-31.9505,115.8605,Law,7
Green Hearts 2,WA,-31.9505,115.8605,O02,Fremantle,-32.0569,115.7439,Law,1
Green Hearts 2,WA,-31.9505,115.8605,O02,Bunbury,-33.3271,115.6414,Law,1
Green Hearts 2,WA,-31.9505,115.8605,O02,Perth,-31.9505,115.8605,Community,6
Green Hearts 2,WA,-31.9505,115.8605,O02,Fremantle,-32.0569,115.7439,Community,1
Green Hearts 2,WA,-31.9505,115.8605,O02,Bunbury,-33.3271,115.6414,Community,1
Green Hearts 2,ACT,-35.2809,149.13,O02,Canberra,-35.2809,149.13,Environment,3
Green Hearts 2,ACT,-35.2809,149.13,O02,Canberra,-35.2809,149.13,Health,4
Green Hearts 2,ACT,-35.2809,149.13,O02,Canberra,-35.2809,149.13,Education,5
Green Hearts 2,ACT,-35.2809,149.13,O02,Canberra,-35.2809,149.13,Law,6
Green Hearts 2,ACT,-35.2809,149.13,O02,Canberra,-35.2809,149.13,Community,2
Spark Support 3,ACT,-35.2809,149.13,O03,Canberra,-35.2809,149.13,Environment,5
Spark Support 3,ACT,-35.2809,149.13,O03,Canberra,-35.2809,149.13,Health,9
Spark Support 3,ACT,-35.2809,149.13,O03,Canberra,-35.2809,149.13,Education,3
Spark Support 3,ACT,-35.2809,149.13,O03,Canberra,-35.2809,149.13,Law,4
Spark Support 3,ACT,-35.2809,149.13,O03,Canberra,-35.2809,149.13,Community,6
Spark Support 3,SA,-34.9285,138.6007,O03,Adelaide,-34.9285,138.6007,Environment,3
Spark Support 3,SA,-34.9285,138.6007,O03,Mount Gambier,-37.8318,140.7792,Environment,1
Spark Support 3,SA,-34.9285,138.6007,O03,Whyalla,-33.0333,137.5667,Environment,1
Spark Support 3,SA,-34.9285,138.6007,O03,Adelaide,-34.9285,138.6007,Education,3
Spark Support 3,SA,-34.9285,138.6007,O03,Mount Gambier,-37.8318,140.7792,Education,1
Spark Support 3,SA,-34.9285,138.6007,O03,Whyalla,-33.0333,137.5667,Education,1
Spark Support 3,SA,-34.9285,138.6007,O03,Adelaide,-34.9285,138.6007,Law,7
Spark Support 3,SA,-34.9285,138.6007,O03,Mount Gambier,-37.8318,140.7792,Law,1
Spark Support 3,SA,-34.9285,138.6007,O03,Whyalla,-33.0333,137.5667,Law,1
Spark Support 3,SA,-34.9285,138.6007,O03,Adelaide,-34.9285,138.6007,Community,7
Spark Support 3,SA,-34.9285,138.6007,O03,Mount Gambier,-37.8318,140.7792,Community,1
Spark Support 3,SA,-34.9285,138.6007,O03,Whyalla,-33.0333,137.5667,Community,1
Spark Support 3,TAS,-42.8821,147.3272,O03,Hobart,-42.8821,147.3272,Environment,3
Spark Support 3,TAS,-42.8821,147.3272,O03,Launceston,-41.4332,147.1441,Environment,2
Spark Support 3,TAS,-42.8821,147.3272,O03,Devonport,-41.1806,146.35,Environment,1
Spark Support 3,TAS,-42.8821,147.3272,O03,Hobart,-42.8821,147.3272,Health,4
Spark Support 3,TAS,-42.8821,147.3272,O03,Launceston,-41.4332,147.1441,Health,2
Spark Support 3,TAS,-42.8821,147.3272,O03,Devonport,-41.1806,146.35,Health,1
Spark Support 3,TAS,-42.8821,147.3272,O03,Hobart,-42.8821,147.3272,Law,3
Spark Support 3,TAS,-42.8821,147.3272,O03,Launceston,-41.4332,147.1441,Law,2
Spark Support 3,TAS,-42.8821,147.3272,O03,Devonport,-41.1806,146.35,Law,1
Spark Support 3,TAS,-42.8821,147.3272,O03,Hobart,-42.8821,147.3272,Community,3
Spark Support 3,TAS,-42.8821,147.3272,O03,Launceston,-41.4332,147.1441,Community,2
Spark Support 3,TAS,-42.8821,147.3272,O03,Devonport,-41.1806,146.35,Community,1
Spark Support 3,WA,-31.9505,115.8605,O03,Perth,-31.9505,115.8605,Environment,9
Spark Support 3,WA,-31.9505,115.8605,O03,Fremantle,-32.0569,115.7439,Environment,1
Spark Support 3,WA,-31.9505,115.8605,O03,Bunbury,-33.3271,115.6414,Environment,1
Spark Support 3,WA,-31.9505,115.8605,O03,Perth,-31.9505,115.8605,Health,8
Spark Support 3,WA,-31.9505,115.8605,O03,Fremantle,-32.0569,115.7439,Health,1
Spark Support 3,WA,-31.9505,115.8605,O03,Bunbury,-33.3271,115.6414,Health,1
Spark Support 3,WA,-31.9505,115.8605,O03,Perth,-31.9505,115.8605,Education,2
Spark Support 3,WA,-31.9505,115.8605,O03,Fremantle,-32.0569,115.7439,Education,1
Spark Support 3,WA,-31.9505,115.8605,O03,Bunbury,-33.3271,115.6414,Education,1
Spark Support 3,WA,-31.9505,115.8605,O03,Perth,-31.9505,115.8605,Law,10
Spark Support 3,WA,-31.9505,115.8605,O03,Fremantle,-32.0569,115.7439,Law,1
Spark Support 3,WA,-31.9505,115.8605,O03,Bunbury,-33.3271,115.6414,Law,1
Spark Support 3,WA,-31.9505,115.8605,O03,Perth,-31.9505,115.8605,Community,5
Spark Support 3,WA,-31.9505,115.8605,O03,Fremantle,-32.0569,115.7439,Community,1
Spark Support 3,WA,-31.9505,115.8605,O03,Bunbury,-33.3271,115.6414,Community,1
Spark Support 3,VIC,-37.8136,144.9631,O03,Melbourne,-37.8136,144.9631,Environment,5
Spark Support 3,VIC,-37.8136,144.9631,O03,Geelong,-38.1499,144.3617,Environment,1
Spark Support 3,VIC,-37.8136,144.9631,O03,Ballarat,-37.5622,143.8503,Environment,1
Spark Support 3,VIC,-37.8136,144.9631,O03,Melbourne,-37.8136,144.9631,Health,4
Spark Support 3,VIC,-37.8136,144.9631,O03,Geelong,-38.1499,144.3617,Health,1
Spark Support 3,VIC,-37.8136,144.9631,O03,Ballarat,-37.5622,143.8503,Health,1
Spark Support 3,VIC,-37.8136,144.9631,O03,Melbourne,-37.8136,144.9631,Education,3
Spark Support 3,VIC,-37.8136,144.9631,O03,Geelong,-38.1499,144.3617,Education,1
Spark Support 3,VIC,-37.8136,144.9631,O03,Ballarat,-37.5622,143.8503,Education,1
Spark Support 3,VIC,-37.8136,144.9631,O03,Melbourne,-37.8136,144.9631,Law,6
Spark Support 3,VIC,-37.8136,144.9631,O03,Geelong,-38.1499,144.3617,Law,1
Spark Support 3,VIC,-37.8136,144.9631,O03,Ballarat,-37.5622,143.8503,Law,1
Spark Support 3,VIC,-37.8136,144.9631,O03,Melbourne,-37.8136,144.9631,Community,5
Spark Support 3,VIC,-37.8136,144.9631,O03,Geelong,-38.1499,144.3617,Community,1
Spark Support 3,VIC,-37.8136,144.9631,O03,Ballarat,-37.5622,143.8503,Community,1
Open Path 4,NT,-12.4634,130.8456,O04,Darwin,-12.4634,130.8456,Environment,3
Open Path 4,NT,-12.4634,130.8456,O04,Alice Springs,-23.698,133.8807,Environment,1
Open Path 4,NT,-12.4634,130.8456,O04,Darwin,-12.4634,130.8456,Health,4
Open Path 4,NT,-12.4634,130.8456,O04,Alice Springs,-23.698,133.8807,Health,2
Open Path 4,NT,-12.4634,130.8456,O04,Darwin,-12.4634,130.8456,Education,4
Open Path 4,NT,-12.4634,130.8456,O04,Alice Springs,-23.698,133.8807,Education,2
Open Path 4,NT,-12.4634,130.8456,O04,Darwin,-12.4634,130.8456,Law,3
Open Path 4,NT,-12.4634,130.8456,O04,Alice Springs,-23.698,133.8807,Law,1
Open Path 4,NT,-12.4634,130.8456,O04,Darwin,-12.4634,130.8456,Community,5
Open Path 4,NT,-12.4634,130.8456,O04,Alice Springs,-23.698,133.8807,Community,2
Open Path 4,ACT,-35.2809,149.13,O04,Canberra,-35.2809,149.13,Environment,4
Open Path 4,ACT,-35.2809,149.13,O04,Canberra,-35.2809,149.13,Health,3
Open Path 4,ACT,-35.2809,149.13,O04,Canberra,-35.2809,149.13,Education,2
Open Path 4,ACT,-35.2809,149.13,O04,Canberra,-35.2809,149.13,Law,5
Open Path 4,ACT,-35.2809,149.13,O04,Canberra,-35.2809,149.13,Community,3
Open Path 4,NSW,-33.8688,151.2093,O04,Sydney,-33.8688,151.2093,Environment,3
Open Path 4,NSW,-33.8688,151.2093,O04,Newcastle,-32.9283,151.7817,Environment,1
Open Path 4,NSW,-33.8688,151.2093,O04,Wollongong,-34.4278,150.8931,Environment,1
Open Path 4,NSW,-33.8688,151.2093,O04,Sydney,-33.8688,151.2093,Health,4
Open Path 4,NSW,-33.8688,151.2093,O04,Newcastle,-32.9283,151.7817,Health,1
Open Path 4,NSW,-33.8688,151.2093,O04,Wollongong,-34.4278,150.8931,Health,1
Open Path 4,NSW,-33.8688,151.2093,O04,Sydney,-33.8688,151.2093,Education,4
Open Path 4,NSW,-33.8688,151.2093,O04,Newcastle,-32.9283,151.7817,Education,1
Open Path 4,NSW,-33.8688,151.2093,O04,Wollongong,-34.4278,150.8931,Education,1
Open Path 4,NSW,-33.8688,151.2093,O04,Sydney,-33.8688,151.2093,Community,6
Open Path 4,NSW,-33.8688,151.2093,O04,Newcastle,-32.9283,151.7817,Community,1
Open Path 4,NSW,-33.8688,151.2093,O04,Wollongong,-34.4278,150.8931,Community,1
Open Path 4,VIC,-37.8136,144.9631,O04,Melbourne,-37.8136,144.9631,Environment,4
Open Path 4,VIC,-37.8136,144.9631,O04,Geelong,-38.1499,144.3617,Environment,1
Open Path 4,VIC,-37.8136,144.9631,O04,Ballarat,-37.5622,143.8503,Environment,1
Open Path 4,VIC,-37.8136,144.9631,O04,Melbourne,-37.8136,144.9631,Health,2
Open Path 4,VIC,-37.8136,144.9631,O04,Geelong,-38.1499,144.3617,Health,1
Open Path 4,VIC,-37.8136,144.9631,O04,Ballarat,-37.5622,143.8503,Health,1
Open Path 4,VIC,-37.8136,144.9631,O04,Melbourne,-37.8136,144.9631,Education,4
Open Path 4,VIC,-37.8136,144.9631,O04,Geelong,-38.1499,144.3617,Education,1
Open Path 4,VIC,-37.8136,144.9631,O04,Ballarat,-37.5622,143.8503,Education,1
Open Path 4,VIC,-37.8136,144.9631,O04,Melbourne,-37.8136,144.9631,Law,2
Open Path 4,VIC,-37.8136,144.9631,O04,Geelong,-38.1499,144.3617,Law,1
Open Path 4,VIC,-37.8136,144.9631,O04,Ballarat,-37.5622,143.8503,Law,1
Open Path 4,VIC,-37.8136,144.9631,O04,Melbourne,-37.8136,144.9631,Community,6
Open Path 4,VIC,-37.8136,144.9631,O04,Geelong,-38.1499,144.3617,Community,1
Open Path 4,VIC,-37.8136,144.9631,O04,Ballarat,-37.5622,143.8503,Community,1
Open Path 4,TAS,-42.8821,147.3272,O04,Hobart,-42.8821,147.3272,Environment,3
Open Path 4,TAS,-42.8821,147.3272,O04,Launceston,-41.4332,147.1441,Environment,2
Open Path 4,TAS,-42.8821,147.3272,O04,Devonport,-41.1806,146.35,Environment,1
Open Path 4,TAS,-42.8821,147.3272,O04,Hobart,-42.8821,147.3272,Health,6
Open Path 4,TAS,-42.8821,147.3272,O04,Launceston,-41.4332,147.1441,Health,3
Open Path 4,TAS,-42.8821,147.3272,O04,Devonport,-41.1806,146.35,Health,2
Open Path 4,TAS,-42.8821,147.3272,O04,Hobart,-42.8821,147.3272,Law,3
Open Path 4,TAS,-42.8821,147.3272,O04,Launceston,-41.4332,147.1441,Law,2
Open Path 4,TAS,-42.8821,147.3272,O04,Devonport,-41.1806,146.35,Law,1
Open Path 4,TAS,-42.8821,147.3272,O04,Hobart,-42.8821,147.3272,Community,3
Open Path 4,TAS,-42.8821,147.3272,O04,Launceston,-41.4332,147.1441,Community,2
Open Path 4,TAS,-42.8821,147.3272,O04,Devonport,-41.1806,146.35,Community,1
Open Path 4,WA,-31.9505,115.8605,O04,Perth,-31.9505,115.8605,Environment,5
Open Path 4,WA,-31.9505,115.8605,O04,Fremantle,-32.0569,115.7439,Environment,1
Open Path 4,WA,-31.9505,115.8605,O04,Bunbury,-33.3271,115.6414,Environment,1
Open Path 4,WA,-31.9505,115.8605,O04,Perth,-31.9505,115.8605,Health,7
Open Path 4,WA,-31.9505,115.8605,O04,Fremantle,-32.0569,115.7439,Health,1
Open Path 4,WA,-31.9505,115.8605,O04,Bunbury,-33.3271,115.6414,Health,1
